name, birth_year, genre
Jay_Owens_(musician) other, 1947, other
Jay_Park other, 1987, other
Jay_Wright_(poet) poetry, 1935, poetry
Jayge_Carr science_fiction, 1940, science_fiction
Jayge_Carr fantasy, 1940, fantasy
Jazmine_Sullivan other, 1987, other
Jazze_Pha other, 1974, other
Jazzy_Danziger poetry, 1984, poetry
Jean_M._Redmann other, 1955, other
Jeaniene_Frost romance, 1974, romance
Jeaniene_Frost science_fiction, 1974, science_fiction
Jeaniene_Frost fantasy, 1974, fantasy
Jeanne_Hines other, 1922, other
Jeanne_Hines romance, 1922, romance
Jeanne_Murray_Walker poetry, 1944, poetry
Jeff_Andrus other, 1947, other
Jeff_Angell other, 1973, other
Jeff_Bates other, 1963, other
Jeff_Bernat other, 1989, other
Jeff_Burk other, 1984, other
Jeff_Burk science_fiction, 1984, science_fiction
Jeff_Cook other, 1949, other
Jeff_Hanson other, 1978, other
Jeff_Keith other, 1958, other
Jeff_Klein other, 1976, other
Jeff_LeBlanc other, 1986, other
Jeff_Lindsay_(writer) other, 1952, other
Jeff_Mach other, 1975, other
Jeff_Mach science_fiction, 1975, science_fiction
Jeff_Mach fantasy, 1975, fantasy
Jeff_Oster other, 1957, other
Jeff_Sampson other, 1982, other
Jeff_Sampson science_fiction, 1982, science_fiction
Jeff_Sampson fantasy, 1982, fantasy
Jeff_Scott_Soto other, 1965, other
Jeff_Sherman other, 1952, other
Jeff_Stein_(author) other, 1944, other
Jeff_Stevens_(singer) other, 1959, other
Jeff_Thacher other, 1967, other
Jeff_Watson_(guitarist) other, 1956, other
Jeff_Wood_(singer) other, 1968, other
Jeff_Young other, 1962, other
Jeffery_Renard_Allen poetry, 1962, poetry
Jeffrey_A._Lockwood other, 1960, other
Jeffrey_Daniel other, 1955, other
Jeffrey_Frederick other, 1950, other
Jeffrey_Hatrix other, 1963, other
Jeffrey_Steele other, 1961, other
Jemiah_Jefferson other, 1972, other
Jemiah_Jefferson fantasy, 1972, fantasy
Jen_Chapin other, 1971, other
Jenna_Black romance, 1965, romance
Jennell_Jaquays other, 1956, other
Jenni_Muldaur other, 1965, other
Jennifer_Archer romance, 1957, romance
Jennifer_Armintrout other, 1980, other
Jennifer_Armintrout fantasy, 1980, fantasy
Jennifer_Batten other, 1957, other
Jennifer_Brown_(author) other, 1972, other
Jennifer_Brozek other, 1970, other
Jennifer_Brozek science_fiction, 1970, science_fiction
Jennifer_Brozek fantasy, 1970, fantasy
Jennifer_Crusie romance, 1949, romance
Jennifer_Day other, 1979, other
Jennifer_Donnelly other, 1963, other
Jennifer_K._Sweeney poetry, 1973, poetry
Jenny_Beth_Martin other, 1970, other
Jenny_Owen_Youngs other, 1981, other
Jenny_Scheinman other, 1979, other
Jeremey_Hunsicker other, 1971, other
Jeremiah_Johnson_(blues_musician) other, 1972, other
Jeremy_Adelman_(composer) other, 1971, other
Jeremy_Blachman other, 1979, other
Jeremy_Drummond other, 1983, other
Jeremy_Robinson other, 1974, other
Jeremy_Robinson science_fiction, 1974, science_fiction
Jeremy_Robinson fantasy, 1974, fantasy
Jerilyn_Lee_Brandelius other, 1948, other
Jermaine_Paul other, 1979, other
Jerrod_Niemann other, 1979, other
Jerry_B._Jenkins other, 1949, other
Jerry_Calliste _Jr. other, 1965, other
Jerry_Capehart other, 1929, other
Jerry_DeWitt other, 1969, other
Jerry_Fuchs other, 1974, other
Jerry_Joseph other, 1961, other
Jerry_Kilgore_(singer) other, 1964, other
Jerry_Lynn_Williams other, 1948, other
Jerry_Ragovoy other, 1930, other
John_Eric_Holmes other, 1930, other
John_Eric_Holmes science_fiction, 1930, science_fiction
John_Eric_Holmes fantasy, 1930, fantasy
John_Evangelist_Walsh other, 1927, other
John_Farrell_(poet) other, 1968, other
John_H.White _PhD other, 1955, other
John_Handcox poetry, 1904, poetry
John_Haughm other, 1975, other
John_Horne_Burns other, 1916, other
John_Hornor_Jacobs other, 1971, other
John_Hornor_Jacobs science_fiction, 1971, science_fiction
John_Koerner other, 1938, other
John_Koethe poetry, 1945, poetry
John_Langan other, 1969, other
John_Langan science_fiction, 1969, science_fiction
John_Langan fantasy, 1969, fantasy
John_Lefler other, 1975, other
John_Lilley other, 1954, other
John_Mark_McMillan other, 1979, other
John_Noble_Wilford other, 1933, other
John_Németh other, 1975, other
John_Paul_White other, 1973, other
John_Pelan other, 1957, other
John_Pelan science_fiction, 1957, science_fiction
John_Prine other, 1946, other
John_Ramsey_Miller other, 1949, other
John_S._Marr other, 1940, other
John_S._Marr science_fiction, 1940, science_fiction
John_Shannon_(novelist) other, 1943, other
John_Skipp other, 1957, other
John_Skipp fantasy, 1957, fantasy
John_Straley other, 1953, other
John_Sunseri other, 1969, other
John_Sunseri science_fiction, 1969, science_fiction
John_Thomas_Mentzer other, 1951, other
John_Travis_(physician) other, 1943, other
John_Verdon other, 1942, other
John_Waller_(musician) other, 1970, other
John_Wesley_Ryles other, 1950, other
John_Wooley other, 1949, other
John_Wooley science_fiction, 1949, science_fiction
John_Wooley fantasy, 1949, fantasy
John_Wylie_(musician) other, 1974, other
Johnnie_Bassett other, 1935, other
Johnnie_Mae_Matthews other, 1922, other
Johnny_%22Country%22_Mathis other, 1930, other
Johnny_%22J%22 other, 1969, other
Johnny_%22Yard_Dog%22_Jones other, 1941, other
Johnny_Angel_Wendell other, 1956, other
Johnny_B._Moore other, 1950, other
Johnny_Bond other, 1915, other
Johnny_Carver other, 1940, other
Johnny_Cymbal other, 1945, other
Johnny_Dollar_(musician) other, 1922, other
Johnny_Drummer other, 1938, other
Johnny_Heartsman other, 1937, other
Johnny_Indovina other, 1957, other
Johnny_Mars other, 1942, other
Johnny_Minick other, 1955, other
Johnny_Neel other, 1954, other
Johnny_Polygon other, 1984, other
Johnny_Powers_(musician) other, 1938, other
Johnny_Rawls other, 1951, other
Johnny_Rebel_(singer) other, 1938, other
Johnny_Solinger other, 1966, other
Johnny_Strong other, 1974, other
Jon-Henri_Damski poetry, 1937, poetry
Jon-John_Robinson other, 1970, other
Jon_Anderson_(poet) poetry, 1940, poetry
Jon_Bellion other, 1990, other
Jon_Christopher_Davis other, 1968, other
Jon_Connor other, 1985, other
Jon_Manchip_White other, 1924, other
Jon_Pickens other, 1954, other
Jon_Randall other, 1969, other
Jon_Syverson other, 1980, other
Jonah_Koslen other, 1952, other
Jonathan_Aaron poetry, 1941, poetry
Jonathan_Ames other, 1964, other
Jonathan_Evison other, 1968, other
Jonathan_Florencio other, 1976, other
Jonathan_Phillip_Wilkins other, 1968, other
Jonathan_Thulin other, 1988, other
Jonathan_Williams_(pianist) other, 1974, other
Jonathan_Wilson_(musician) other, 1974, other
Joni_Harms other, 1959, other
Jonnie_Barnett other, 1946, other
Jordan_Corey other, 1990, other
Jordan_Dane other, 1953, other
Jordan_Galland other, 1980, other
Jordan_Sonnenblick other, 1969, other
Jordannah_Elizabeth other, 1986, other
Jordin_Sparks other, 1989, other
Jordyn_Taylor other, 1990, other
Jose_Molina_(writer) other, 1971, other
Jose_Molina_(writer) science_fiction, 1971, science_fiction
Joseph_Brooks_(songwriter) other, 1938, other
Joseph_Finder other, 1958, other
Joseph_G._Williams other, 1920, other
Joseph_L._Green science_fiction, 1931, science_fiction
Joseph_Monninger other, 1953, other
Joseph_Monninger romance, 1953, romance
Joseph_Opala other, 1950, other
Joseph_P._Lash other, 1909, other
Joseph_S._Pulver _Sr. other, 1955, other
Joseph_S._Pulver _Sr. fantasy, 1955, fantasy
Joseph_Stanton poetry, 1949, poetry
Josephine_Humphreys other, 1945, other
Josh_Clayton-Felt other, 1967, other
Josh_Dies other, 1983, other
Josh_Kear other, 1974, other
Josh_Klinghoffer other, 1979, other
Josh_Leo other, 1953, other
Josh_Rosenthal_(musician) other, 1983, other
Josh_Rouse other, 1972, other
Josh_Thompson_(singer) other, 1978, other
Josh_Viola other, 1983, other
Josh_Viola science_fiction, 1983, science_fiction
Josh_Viola fantasy, 1983, fantasy
Josh_White other, 1914, other
Joshua_Weiner poetry, 1963, poetry
Joy_Lynn_White other, 1961, other
Joy_Whitlock other, 1980, other
Joyce_La_Mers poetry, 1920, poetry
Juan_Garcia_(guitarist) other, 1966, other
Jude_(singer) other, 1967, other
Judith_Arnold romance, 1953, romance
Judith_Hill other, 1984, other
Judith_Merkle_Riley other, 1942, other
Judson_Crews poetry, 1917, poetry
Judy_Roderick other, 1942, other
Judy_Rodman other, 1951, other
Julia_London romance, 1959, romance
Julie_Campbell_Tatham other, 1908, other
Julie_Reeves other, 1974, other
Juliet_Simms other, 1986, other
Jumpin'_Gene_Simmons other, 1933, other
June_Jordan other, 1936, other
June_Rae_Wood other, 1946, other
Justice_(singer) other, 1985, other
Justin_(singer) other, 1978, other
Justin_Cronin other, 1962, other
Justin_Duerr other, 1976, other
Justin_Jones_(singer-songwriter) other, 1979, other
Justin_Lanning_(musician) other, 1985, other
Justin_Moore other, 1984, other
Justin_Townes_Earle other, 1982, other
Justin_Vernon other, 1981, other
J.C._Crowley other, 1947, other
J.D._Short other, 1902, other
J.J._Goldberg other, 1949, other
J.J._Malone other, 1935, other
J._A._Konrath other, 1970, other
J._Dash other, 1984, other
J._F._Gonzalez other, 1964, other
J._Holiday other, 1984, other
J._Kates poetry, 1945, poetry
J._Kates other, 1945, other
J._Michael_Harter other, 1979, other
J._Michael_Lennon other, 1942, other
J._Neil_Schulman other, 1953, other
J._Neil_Schulman science_fiction, 1953, science_fiction
J._P._Pickens other, 1937, other
J._R._Richards other, 1967, other
J._Stalin other, 1976, other
J._Tillman other, 1981, other
J._Timothy_Hunt other, 1959, other
J._Timothy_Hunt science_fiction, 1959, science_fiction
JD_Natasha other, 1988, other
Jabari_Asim other, 1962, other
Jace_Everett other, 1972, other
Jack_Anthony_(musician) other, 1982, other
Jack_Conte other, 1982, other
Jack_Fritscher other, 1939, other
Jack_Frost_(musician) other, 1968, other
Jack_Ketchum other, 1946, other
Jack_Ketchum fantasy, 1946, fantasy
Jack_McDevitt science_fiction, 1935, science_fiction
Jack_McTamney other, 1963, other
Jack_Owens_(blues_singer) other, 1904, other
Jack_Yarber other, 1967, other
Jackey_Beavers other, 1937, other
Jacki-O other, 1975, other
Jackie_French_Koller other, 1948, other
Jackie_Kessler other, 1970, other
Jackie_Kessler romance, 1970, romance
Jackie_Kessler fantasy, 1970, fantasy
Jackson_Pearce fantasy, 1984, fantasy
Jacob_M._Appel other, 1973, other
Jacqueline_West_(author) poetry, 1979, poetry
Jacqueline_West_(author) fantasy, 1979, fantasy
Jade_Villalon other, 1980, other
Jahlil_Beats other, 1988, other
Jahzel other, 1985, other
Jai_Uttal other, 1951, other
Jaibi other, 1943, other
Jaime_Clarke other, 1971, other
Jake_Adam_York poetry, 1972, poetry
Jake_Bell other, 1974, other
James_A._Moore other, 1965, other
James_A._Moore science_fiction, 1965, science_fiction
James_A._Moore fantasy, 1965, fantasy
James_Armstrong_(musician) other, 1957, other
James_Baluyut other, 1972, other
James_Bamford other, 1946, other
James_BeauSeigneur science_fiction, 1953, science_fiction
James_Bonamy other, 1972, other
James_Crutchfield other, 1912, other
James_Dashner other, 1972, other
James_Dashner science_fiction, 1972, science_fiction
James_Dashner fantasy, 1972, fantasy
James_Ervan_Parker other, 1942, other
James_Fauntleroy other, 1984, other
James_Govan other, 1949, other
James_Harman other, 1946, other
James_Haskins other, 1941, other
James_House_(singer) other, 1955, other
James_Howe other, 1946, other
James_Kisner other, 1947, other
James_Lee_Stanley other, 1946, other
James_Leo_Herlihy other, 1927, other
KL_Going other, 1973, other
K_Camp other, 1990, other
Kacey_Musgraves other, 1988, other
Kai_Altair other, 1984, other
Kal_Mann other, 1917, other
Kaleb_Nation other, 1988, other
Kaleb_Nation fantasy, 1988, fantasy
Kalenna_Harper other, 1982, other
Kaleo_Wassman other, 1978, other
Kalie_Shorr other, 1994, other
Kameelah_Williams other, 1978, other
Kami_Garcia other, 1972, other
Kami_Garcia science_fiction, 1972, science_fiction
Kane_Beatz other, 1986, other
Kara_Taylor other, 1990, other
Karen_E._Rowe other, 1945, other
Karen_Robards romance, 1954, romance
Kari_Jobe other, 1981, other
Karin_Kallmaker other, 1960, other
Karin_Kallmaker romance, 1960, romance
Karin_Kallmaker fantasy, 1960, fantasy
Kasey_Anderson other, 1980, other
Kass_Fleisher other, 1959, other
Kat_Dahlia other, 1990, other
Kat_Edmonson other, 1983, other
Kat_Falls other, 1964, other
Kat_Falls science_fiction, 1964, science_fiction
Kat_Martin romance, 1947, romance
Kat_Richardson fantasy, 1964, fantasy
Kat_Williams other, 1964, other
Kate_Klise other, 1963, other
Kate_Sikora other, 1980, other
Katherine_Ramsland other, 1953, other
Katherine_Stone romance, 1949, romance
Kathleen_Deignan other, 1947, other
Kathleen_E._Woodiwiss romance, 1939, romance
Kathleen_Flenniken poetry, 1960, poetry
Kathleen_Fuller romance, 1967, romance
Kathleen_Sky other, 1943, other
Kathryn_Cramer other, 1962, other
Kathryn_Cramer science_fiction, 1962, science_fiction
Kathryn_Cramer fantasy, 1962, fantasy
Kathryn_Ptacek romance, 1952, romance
Kathryn_Ptacek other, 1952, other
Kathryn_Ptacek science_fiction, 1952, science_fiction
Kathryn_Ptacek fantasy, 1952, fantasy
Kathryn_Stripling_Byer poetry, 1944, poetry
Katie_Fallon other, 1976, other
Katie_Herzig other, 1980, other
Katy_Munger other, 1956, other
Kawan_Prather other, 1973, other
Kay_Kenyon science_fiction, 1956, science_fiction
Kay_Kenyon fantasy, 1956, fantasy
Kehlani other, 1995, other
Keith_%22Tryfle%22_Hudson other, 1984, other
Keith_Buckley other, 1979, other
Keith_Follesé other, 1951, other
Keith_Gattis other, 1971, other
Keith_Harling other, 1963, other
Keith_Herber other, 1949, other
Keith_Martin_(musician) other, 1966, other
Keith_O'Conner_Murphy other, 1944, other
Keith_Palmer_(singer) other, 1957, other
Keith_Stegall other, 1955, other
Keith_Washington other, 1960, other
Keli_Price other, 1990, other
Kellee_Maize other, 1980, other
Kelli_Russell_Agodon poetry, 1969, poetry
Kelly-Lynn other, 1989, other
Kelly_Corrigan other, 1967, other
Kelly_Hansen other, 1961, other
Kelly_Hogan other, 1965, other
Kelly_Joe_Phelps other, 1959, other
Kem_Nunn other, 1948, other
Kemble_Walters other, 1982, other
Ken_Floyd other, 1980, other
Ken_Mellons other, 1965, other
Ken_Pontac other, 1957, other
Ken_Scholes science_fiction, 1968, science_fiction
Ken_Scholes fantasy, 1968, fantasy
Ken_Tamplin other, 1963, other
Kendall_Phillips other, 1988, other
Kendra_Norman-Bellamy other, 1966, other
Keni_Burke other, 1953, other
Kenia_Arias other, 1982, other
Kenneth_Patchen poetry, 1911, poetry
Kenneth_S._Davis other, 1912, other
Kenny_%22Blues_Boss%22_Wayne other, 1944, other
Kenny_Marks other, 1950, other
Kenny_O'Dell other, 1946, other
Kenny_Rankin other, 1940, other
Kenny_Wayne_Shepherd other, 1977, other
Kent_Henry other, 1948, other
Kent_Robbins other, 1947, other
Kermit_Moyer other, 1943, other
Kerry_Gordy other, 1959, other
Kerry_Shook other, 1962, other
Kevin_De_Clue other, 1977, other
Kevin_Denney other, 1976, other
Kevin_Honeycutt other, 1966, other
Kevin_Kato_Hammond other, 1965, other
Kevin_Killian other, 1952, other
Kevin_McKendree other, 1969, other
Kevin_Michael other, 1985, other
Kevin_Moyers other, 1976, other
Kevin_Richardson_(musician) other, 1971, other
Kevin_Ridel other, 1969, other
Kevin_Rudolf other, 1985, other
Kevin_Skinner other, 1974, other
Kevin_St.Jarre other, 1968, other
Kevin_Tihista other, 1968, other
Key_Wane other, 1991, other
Khalil_(singer) other, 1994, other
Kid_Ramos other, 1959, other
Kiera_Cass other, 1981, other
Kieran_Kane other, 1949, other
Kieran_Scott other, 1974, other
Kierra_Sheard other, 1987, other
Kiini_Ibura_Salaam science_fiction, 1973, science_fiction
Kiini_Ibura_Salaam fantasy, 1973, fantasy
Kilo_Kish other, 1990, other
Kim_Bridgford poetry, 1959, poetry
Kim_Burrell other, 1972, other
Kim_Cameron_(musician) other, 1966, other
Kim_Cascone other, 1955, other
Kim_Chernin other, 1940, other
Kim_Chernin poetry, 1940, poetry
Kim_McLean other, 1961, other
Kim_Mohan other, 1949, other
Kim_Sanders other, 1968, other
Kim_Walker-Smith other, 1981, other
Kina_Grannis other, 1985, other
King_Coleman other, 1932, other
Kip_Anderson other, 1938, other
Kipp_Lennon other, 1960, other
Kira_Peikoff other, 1985, other
Kira_Salak other, 1971, other
Kirk_Whalum other, 1958, other
Knoc-turn'al other, 1975, other
Konrad_Tuchscherer other, 1970, other
Kris_Cook other, 1962, other
Kris_Cook romance, 1962, romance
Kris_Cook fantasy, 1962, fantasy
Kris_Ottman_Neville science_fiction, 1925, science_fiction
Kris_Radish other, 1953, other
Kris_Stephens other, 1987, other
Kristen_Merlin other, 1984, other
Kristi_Martel other, 1973, other
Kristian_Bush other, 1970, other
Kristina_Train other, 1982, other
Kristine_Rolofson romance, 1975, romance
Kristofer_Hill other, 1979, other
Kristopher_Reisz other, 1979, other
Kristopher_Reisz fantasy, 1979, fantasy
Krystal_Keith other, 1985, other
Kurt_Brecht other, 1961, other
Kurt_Carr other, 1964, other
Kurt_Hugo_Schneider other, 1988, other
Kurt_Kaiser other, 1934, other
Kurt_R._A._Giambastiani romance, 1958, romance
Kurt_R._A._Giambastiani other, 1958, other
Kurt_R._A._Giambastiani science_fiction, 1958, science_fiction
Kurt_R._A._Giambastiani fantasy, 1958, fantasy
Kurt_Wagner_(musician) other, 1958, other
Kyle_Andrews other, 1982, other
Kyle_James_Hauser other, 1985, other
Kyle_Muntz other, 1990, other
Kyle_Muntz science_fiction, 1990, science_fiction
Kyle_Muntz fantasy, 1990, fantasy
Kyle_Sokol other, 1974, other
K-Dee other, 1969, other
K._J._Stevens other, 1973, other
K._Tempest_Bradford science_fiction, 1978, science_fiction
K._Tempest_Bradford fantasy, 1978, fantasy
Lucy_A._Snyder other, 1971, other
Lucy_Jane_Bledsoe other, 1957, other
Lucy_Schwartz other, 1989, other
Lucy_Wainwright_Roche other, 1981, other
Luigi_Logan_Grosu other, 1999, other
Luis_Raul_Marrero other, 1974, other
Luis_Resto_(musician) other, 1961, other
Luis_Villegas other, 1969, other
Luke_%22Long_Gone%22_Miles other, 1925, other
Luke_McDaniel other, 1927, other
Luke_Redfield other, 1983, other
Lumidee other, 1984, other
Luther_%22Snake_Boy%22_Johnson other, 1941, other
Luís_Alberto_Urrea poetry, 1955, poetry
Lydia_Sargent other, 1942, other
Lyrica_Anderson other, 1988, other
L.V._Johnson other, 1946, other
L._Martin_Griffin _Jr. other, 1920, other
L._Russell_Brown other, 1940, other
LaTavia_Roberson other, 1981, other
LaTocha_Scott other, 1973, other
LaVyrle_Spencer other, 1943, other
LaVyrle_Spencer romance, 1943, romance
Lab_Ox other, 1985, other
Lacey_Dancer romance, 1948, romance
Lacy_Gibson other, 1936, other
Lady_Bianca other, 1953, other
Laini_Taylor other, 1981, other
Lajon_Witherspoon other, 1972, other
Lakrea_Clark other, 1991, other
Lamar_Waldron other, 1954, other
Lamont_Dozier other, 1941, other
Lane_Turner other, 1967, other
Laney_Stewart other, 1966, other
Lani_Hall other, 1945, other
Laraine_Herring other, 1968, other
Lari_White other, 1965, other
Larkin_Grimm other, 1981, other
Larry_Banks other, 1931, other
Larry_Boone other, 1956, other
Larry_Byrom other, 1948, other
Larry_Cordle other, 1949, other
Larry_Correia other, 1977, other
Larry_Correia fantasy, 1977, fantasy
Larry_Eisenberg science_fiction, 1919, science_fiction
Larry_Hamilton_(musician) other, 1951, other
Larry_McCray other, 1960, other
Larry_Robinson_(poet) poetry, 1947, poetry
Larry_Shaw_(editor) science_fiction, 1924, science_fiction
Larry_Smith_(editor) other, 1968, other
Larry_Stewart_(singer) other, 1959, other
Larry_Taunton other, 1967, other
Larry_Willoughby other, 1947, other
Lass_Small romance, 1923, romance
Latimore_(musician) other, 1939, other
Latrelle other, 1985, other
Laura_Bynum other, 1968, other
Laura_Bynum science_fiction, 1968, science_fiction
Laura_Jane_Fraser other, 1961, other
Laura_Lee other, 1945, other
Laura_Linnea_Jensen poetry, 1948, poetry
Laura_Quilter science_fiction, 1968, science_fiction
Laura_Shay other, 1982, other
Lauren_DeStefano other, 1984, other
Lauren_Evans other, 1983, other
Lauren_Hoffman other, 1977, other
Lauren_Willig other, 1977, other
Lauren_Willig romance, 1977, romance
Lauren_Worsham other, 1982, other
Laurence_Overmire poetry, 1957, poetry
Laurie_McBain romance, 1949, romance
Lavelle_White other, 1929, other
Lawrence_%22Lipbone%22_Redding other, 1967, other
Lawrence_M._Schoen science_fiction, 1959, science_fiction
Lawrence_M._Schoen fantasy, 1959, fantasy
Lawrence_Sutin other, 1951, other
Lawton_Williams other, 1922, other
Laynie_Browne poetry, 1966, poetry
Lea_Bayers_Rapp other, 1946, other
Lea_Wait other, 1946, other
Leah_Bodine_Drake poetry, 1914, poetry
Leah_Bodine_Drake fantasy, 1914, fantasy
Leah_Kauffman other, 1986, other
Leah_Turner other, 1987, other
Leanne_Banks romance, 1959, romance
Lee_Camp_(comedian) other, 1980, other
Lee_Carlson other, 1958, other
Lee_DeWyze other, 1986, other
Lee_Kohse other, 1974, other
Lee_Kohse fantasy, 1974, fantasy
Lee_Lozowick poetry, 1943, poetry
Lee_Mallory_(poet) poetry, 1946, poetry
Lee_Moses other, 1941, other
Lee_Siegel_(professor_and_novelist) other, 1945, other
Lee_on_the_Beats other, 1990, other
Lefty_Frizzell other, 1928, other
Leigh_Michaels romance, 1954, romance
Leigh_Newman other, 1971, other
Leighton_Gage other, 1942, other
Leland_Martin other, 1957, other
Len_Barry other, 1942, other
Len_Walston other, 1981, other
Lena_Hall other, 1980, other
Lenny_LeBlanc other, 1951, other
Lenore_Montanaro poetry, 1990, poetry
Leon_Adams other, 1905, other
Leon_Ashley other, 1936, other
Leon_Carr other, 1910, other
Leon_Haywood other, 1942, other
Leon_Patillo other, 1947, other
Leonard_Carpenter science_fiction, 1948, science_fiction
Leonard_Carpenter fantasy, 1948, fantasy
Leonard_H._Stringfield other, 1920, other
Leonid_Zuborev other, 1943, other
Leroy_(musician) other, 1965, other
Leroy_Burgess other, 1953, other
Leroy_Hutson other, 1945, other
Les_Taylor_(singer) other, 1948, other
Leslie_Rule other, 1958, other
Leslie_Satcher other, 1962, other
Leslie_Scalapino poetry, 1944, poetry
Lester_Williams_(musician) other, 1920, other
Libbie_Schrader other, 1979, other
Lida_Husik other, 1963, other
Lil'_C_(record_producer) other, 1987, other
Lil'_Dave_Thompson other, 1969, other
Lil'_Eddie other, 1988, other
Lil_Bibby other, 1994, other
Lil_Mama other, 1979, other
Lilian_Jackson_Braun other, 1913, other
Lilith_Saintcrow other, 1976, other
Lilith_Saintcrow romance, 1976, romance
Lilith_Saintcrow fantasy, 1976, fantasy
Lillian_Glinn other, 1902, other
Lily_Koppel other, 1981, other
Lincoln_Chase other, 1926, other
Linda_Evans_(author) science_fiction, 1958, science_fiction
Linda_Evans_(author) fantasy, 1958, fantasy
Linda_Greenlaw other, 1960, other
Linda_Hargrove other, 1949, other
Linda_Howard other, 1950, other
Linda_Howard romance, 1950, romance
Linda_Lael_Miller romance, 1949, romance
Linda_Lappin poetry, 1953, poetry
Linda_Warren romance, 1945, romance
Linda_Waterfall other, 1950, other
Linda_Wolfe other, 1932, other
Lindell_Cooley other, 1963, other
Linden_Dalecki other, 1968, other
Lindsey_Leavitt other, 1980, other
Linnea_Sinclair romance, 1954, romance
Linnea_Sinclair fantasy, 1954, fantasy
Lionel_Cartwright other, 1960, other
Lionel_Neykov other, 1979, other
Lisa_Angelle other, 1965, other
Lisa_Casalino other, 1972, other
Lisa_Daggs other, 1965, other
Lisa_Germano other, 1958, other
Lisa_Gluskin_Stonestreet poetry, 1968, poetry
Lisa_Jackson_(author) other, 1952, other
Lisa_Jackson_(author) romance, 1952, romance
Lisa_Papademetriou other, 1971, other
Lisa_Scottoline other, 1955, other
Little_Arthur_Duncan other, 1934, other
Little_Axe other, 1949, other
Little_Buddy_Doyle other, 1911, other
Little_Jimmy_King other, 1964, other
Little_Joe_Cook other, 1922, other
Little_Mack_Simmons other, 1933, other
Little_Sonny other, 1932, other
Little_Sonny_Jones other, 1931, other
Little_Willie_Littlefield other, 1931, other
Little_Willy_Foster other, 1922, other
Liz_Carlyle romance, 1958, romance
Liz_Durrett other, 1978, other
Lloyd_(singer) other, 1986, other
Lloyd_Price other, 1933, other
Lo-Fang other, 1983, other
Lola_Blanc other, 1987, other
London_on_da_Track other, 1991, other
Long_John_Hunter other, 1931, other
Lonnie_Mack other, 1941, other
Loose_Logic other, 1983, other
Lora_Leigh other, 1965, other
Lora_Leigh romance, 1965, romance
Lora_Leigh fantasy, 1965, fantasy
Lord_Tim other, 1970, other
Loren_Long other, 1964, other
Loretta_Chase romance, 1949, romance
Lori_Lieberman other, 1951, other
Lorna_Jean_Moorhead other, 1975, other
Lorraine_Ellison other, 1931, other
Lou_Pride other, 1944, other
Lou_Schuler other, 1957, other
Louis_(Blues_Boy)_Jones other, 1931, other
Louis_Kronenberger other, 1904, other
Louis_Phillips_(author) other, 1942, other
Louis_Phillips_(author) poetry, 1942, poetry
Louisa_Hall poetry, 1982, poetry
Louisa_Hall other, 1982, other
Louise_Titchener romance, 1941, romance
Louisiana_Red other, 1932, other
Lovie_Lee other, 1909, other
Lowell_Fulson other, 1921, other
Luanne_Rice other, 1955, other
Lucia_M._Gonzalez other, 1957, other
M.A._Simonetti other, 1956, other
M._J._Engh other, 1933, other
M._J._Engh science_fiction, 1933, science_fiction
M._K._Hobson other, 1969, other
M._K._Hobson fantasy, 1969, fantasy
M._L._Buchman romance, 1958, romance
M._L._Buchman science_fiction, 1958, science_fiction
M._L._Buchman fantasy, 1958, fantasy
M._R._Sellars other, 1962, other
M._Rickert fantasy, 1959, fantasy
M._Shayne_Bell science_fiction, 1957, science_fiction
MUST_DIE! other, 1991, other
Mac_Barnett other, 1982, other
Mac_Lethal other, 1981, other
Mac_Wiseman other, 1925, other
Maci_Wainwright other, 1990, other
Maejor other, 1988, other
Maestro_(producer) other, 1980, other
Maggie_Louie other, 1970, other
Maggie_Stiefvater other, 1981, other
Maggie_Stiefvater fantasy, 1981, fantasy
Maino other, 1973, other
Malik_Yusef other, 1971, other
Malina_Moye other, 1984, other
Mallory_Ortberg other, 1986, other
Mandy_Harvey other, 1988, other
Mandy_Rain other, 1993, other
Mandy_Ventrice other, 1985, other
Manning_Lee_Stokes other, 1911, other
Marc_Brown_(author) other, 1946, other
Marc_Gordon other, 1935, other
Marc_Jampole poetry, 1950, poetry
Marc_Rizzo other, 1977, other
Marc_Spitz other, 1969, other
Marc_Terenzi other, 1978, other
Marcel_(singer) other, 1975, other
Marcel_Diallo poetry, 1972, poetry
Marcia_Levin other, 1918, other
Marcia_Muller other, 1944, other
Marcie_Free other, 1954, other
Marco_Mendoza other, 1963, other
Marcus_Canty other, 1991, other
Marcus_Strickland other, 1979, other
Maren_Morris other, 1990, other
Margaret_Hillert other, 1920, other
Margaret_Malcolm romance, 1915, romance
Matthew_B._Brown other, 1964, other
Matthew_Chojnacki other, 1975, other
Matthew_Gavin_Frank poetry, 1976, poetry
Matthew_Gavin_Frank other, 1976, other
Matthew_Perryman_Jones other, 1973, other
Matthew_Savoca other, 1982, other
Matthew_Specktor other, 1966, other
Matthew_Ward_(singer) other, 1958, other
Mattie_Delaney other, 1905, other
Maureen_Child romance, 1951, romance
Maureen_Corrigan other, 1955, other
Maureen_Johnson other, 1973, other
Maurice_Broaddus other, 1975, other
Maurice_Broaddus science_fiction, 1975, science_fiction
Maurice_Broaddus fantasy, 1975, fantasy
Maurice_Sagoff poetry, 1909, poetry
Maury_Muehleisen other, 1949, other
