name, birth_year, genre
Dawaun_Parker other, 1984, other
Dawn_Richard_(singer) other, 1983, other
Dawn_Sears other, 1961, other
Dean_Fertita other, 1970, other
Dean_Miller other, 1965, other
Deana_Carter other, 1966, other
Deantoni_Parks other, 1977, other
Debbie_Macomber romance, 1948, romance
Debora_Greger poetry, 1949, poetry
Deborah_Ager poetry, 1976, poetry
Deborah_Chester science_fiction, 1957, science_fiction
Deborah_Chester fantasy, 1957, fantasy
Deborah_Coleman other, 1956, other
Deborah_Digges poetry, 1950, poetry
Deborah_Harkness other, 1965, other
Deborah_Harkness fantasy, 1965, fantasy
Deborah_Howe other, 1946, other
Deborah_Paredez poetry, 1970, poetry
Deborah_Tall poetry, 1951, poetry
Deborah_Turner_Harris fantasy, 1951, fantasy
Debra_A._Kemp other, 1957, other
Debra_Allbery poetry, 1957, poetry
Debra_Arlyn other, 1986, other
Debra_Doyle other, 1952, other
Debra_Doyle science_fiction, 1952, science_fiction
Debra_Doyle fantasy, 1952, fantasy
Debra_Soule other, 1965, other
Deemi other, 1980, other
Deitra_Farr other, 1957, other
Deke_Richards other, 1944, other
Delaney_Bramlett other, 1939, other
Dennis_Lee_Foster other, 1948, other
Dennis_Sanchez other, 1956, other
Dennis_Schmidt_(author) science_fiction, 1939, science_fiction
Dennis_Schmidt_(author) fantasy, 1939, fantasy
Dennis_Ward_(musician) other, 1967, other
Denny_Freeman other, 1944, other
Denyse_Tontz other, 1994, other
Derek_Minor other, 1984, other
Deryl_Dodd other, 1964, other
Desiree_Coleman other, 1958, other
Detrick_Hughes poetry, 1966, poetry
Dev_(singer) other, 1989, other
Devo_Springsteen other, 1977, other
Devon_Sproule other, 1982, other
Devon_Werkheiser other, 1991, other
Devonté other, 1993, other
Dexter_Romweber other, 1966, other
Dia_Frampton other, 1987, other
Diamond_(rapper) other, 1988, other
Diana_Browning romance, 1928, romance
Diana_Hart other, 1963, other
Diana_Hart romance, 1963, romance
Diana_Palmer_(author) romance, 1946, romance
Diana_Peterfreund other, 1979, other
Diane_Warren other, 1956, other
Dick_Rosmini other, 1936, other
Dick_Thomas_(singer) other, 1915, other
Dickey_Lee other, 1936, other
Dinavon_Bythwood other, 1967, other
Dino_(singer) other, 1963, other
Diunna_Greenleaf other, 1957, other
Djelal_Kadir other, 1946, other
Dolla_(rapper) other, 1987, other
Don_Barnes other, 1952, other
Don_Brown_(author) other, 1960, other
Don_Coldsmith other, 1926, other
Don_Edwards_(cowboy_singer) other, 1939, other
Don_Kaye other, 1938, other
Don_King_(musician) other, 1954, other
Don_Roff other, 1966, other
Don_Roff fantasy, 1966, fantasy
Don_Schlitz other, 1952, other
Don_Sebesky other, 1937, other
Don_Winslow other, 1953, other
Don_Wise other, 1942, other
Donald_%22Duck%22_Dunn other, 1941, other
Donald_Barr_Chidsey other, 1902, other
Donald_Gallinger other, 1953, other
Donald_Harstad other, 1945, other
Donald_Lawrence other, 1958, other
Donald_Robertson_(producer) other, 1973, other
Donita_K._Paul other, 1950, other
Donna_Ball romance, 1951, romance
Donna_Hilbert other, 1946, other
Donna_Hilbert poetry, 1946, poetry
Donna_Leon other, 1942, other
Donnie_Klang other, 1985, other
Donnie_Scantz other, 1976, other
Dora_Malech poetry, 1981, poetry
Doreen_Cronin other, 1966, other
Doren_Robbins poetry, 1949, poetry
Doren_Robbins other, 1949, other
Dorian_Electra other, 1992, other
Doris_Buchanan_Smith other, 1934, other
Doris_Gates other, 1901, other
Dorothea_Lasky poetry, 1978, poetry
Dorothy_Bridges poetry, 1915, poetry
Dorothy_Garlock romance, 1942, romance
Dorothy_Moskowitz other, 1940, other
Doug_Clifford other, 1945, other
Doug_Cooper_(author) other, 1970, other
Doug_Fieger other, 1952, other
Doug_Harrington other, 1966, other
Doug_Howard_(musician) other, 1956, other
Doug_Levitt other, 1972, other
Doug_Supernaw other, 1960, other
Doug_Timm other, 1960, other
Doug_Wamble other, 1972, other
Douglas_B._Green other, 1946, other
Douglas_Lucas other, 1984, other
Doyle_Bramhall other, 1949, other
Doyle_Dykes other, 1954, other
Drew_Fulk other, 1987, other
Drink_Small other, 1933, other
Duane_Roland other, 1953, other
Dudley_Taft other, 1966, other
Duke_Decter other, 1970, other
Duke_Robillard other, 1948, other
Dustin_Edge other, 1977, other
Dusty_Drake other, 1964, other
Dwayne_Wayans other, 1956, other
Dwele other, 1978, other
Dwight_Garner_(critic) other, 1965, other
Dylan_LeBlanc other, 1990, other
Dylan_Scott other, 1990, other
Dyme-A-Duzin other, 1992, other
D.O.E. other, 1981, other
D._Scott_Rogo other, 1950, other
DJ_Ashba other, 1972, other
DJ_Buddha other, 1980, other
DJ_Dahi other, 1983, other
DJ_Kane other, 1975, other
DJ_Paul other, 1975, other
Dale_Furutani other, 1946, other
Dale_McBride other, 1936, other
Dale_Peterson other, 1944, other
Dale_Warren other, 1940, other
Dallas_Frazier other, 1939, other
Damien_Moyal other, 1976, other
Damon_Johnson other, 1964, other
Dan_Chandler other, 1975, other
Dan_Clements other, 1966, other
Dan_Cunneen other, 1963, other
Dan_Elkan other, 1978, other
Dan_Gutman other, 1955, other
Dan_Haseltine other, 1973, other
Dan_J._Marlowe other, 1917, other
Dan_McGirt fantasy, 1967, fantasy
Dan_Moldea other, 1950, other
Dan_Nichols other, 1969, other
Dan_O'Brien_(playwright) poetry, 1974, poetry
Dan_Vickrey other, 1966, other
Dan_Wells_(author) other, 1977, other
Dan_Wells_(author) science_fiction, 1977, science_fiction
Dana_Cameron fantasy, 1965, fantasy
Dana_Fuchs other, 1976, other
Dana_Glover other, 1974, other
Dani_Stevenson other, 1980, other
Daniel_Carter_(LDS_composer) other, 1955, other
Daniel_Genis other, 1978, other
Daniel_Hecht other, 1950, other
Daniel_Mendelsohn other, 1960, other
Daniel_O'Brien_(comedian) other, 1986, other
Daniele_Alexander other, 1954, other
Danielia_Cotton other, 1967, other
Danielle_Kimmey other, 1982, other
Danielle_Peck other, 1978, other
Ed_Earl_Repp other, 1901, other
Ed_Earl_Repp science_fiction, 1901, science_fiction
Ed_Pegg _Jr. other, 1963, other
Ed_Subitzky other, 1943, other
Ed_Subitzky fantasy, 1943, fantasy
Eddie_%22Guitar%22_Burns other, 1928, other
Eddie_Cusic other, 1926, other
Eddie_Drennon other, 1940, other
Eddie_Fisher_(drummer) other, 1973, other
Eddie_Galan other, 1979, other
Eddie_King_(musician) other, 1938, other
Eddie_Kirkland other, 1923, other
Eddie_Mapp other, 1910, other
Eddie_St._James other, 1962, other
Eden_White other, 1970, other
Edith_North_Johnson other, 1903, other
Edmund_Keeley other, 1928, other
Edna_Buchanan other, 1939, other
Edward_Ball_(American_author) other, 1959, other
Edward_Baluyut other, 1968, other
Edward_Bloor other, 1950, other
Edward_E._Kramer other, 1961, other
Edward_E._Kramer science_fiction, 1961, science_fiction
Edward_E._Kramer fantasy, 1961, fantasy
Edward_Gorman other, 1941, other
Edward_Hoagland other, 1932, other
Edward_Mickolus other, 1950, other
Edward_Sagarin other, 1913, other
Edward_Sheehan other, 1930, other
Edwin_Birdsong other, 1941, other
Ehud_Havazelet other, 1955, other
Eileen_Buckholtz romance, 1949, romance
Eileen_Myles other, 1949, other
Eileen_Myles poetry, 1949, poetry
Eileen_Rose other, 1965, other
Eilen_Jewell other, 1979, other
El_Joni other, 1992, other
Elaine_Coffman other, 1942, other
Elaine_Coffman romance, 1942, romance
Elan_Atias other, 1975, other
Elbert_West other, 1967, other
Elgie_Stover other, 1938, other
Eli_Gerstner other, 1980, other
Elijah_Yates other, 1993, other
Elisa_Albert other, 1978, other
Elisabeth_Withers other, 1975, other
Elisha_Cooper other, 1971, other
Elizabeth_Bevarly romance, 1961, romance
Elizabeth_Chater romance, 1910, romance
Elizabeth_Chater science_fiction, 1910, science_fiction
Elizabeth_Davis_(7_Year_Bitch) other, 1965, other
Elizabeth_H._Boyer fantasy, 1952, fantasy
Elizabeth_Marie_Pope other, 1917, other
Elizabeth_Oehlkers_Wright other, 1966, other
Elizabeth_Oehlkers_Wright poetry, 1966, poetry
Elizabeth_Scott_(author) other, 1972, other
Elizabeth_Strout other, 1956, other
Elizabeth_Wagele other, 1939, other
Elle_Varner other, 1989, other
Ellen_Hopkins other, 1955, other
Ellie_Mathews other, 1945, other
Ellis_(singer-songwriter) other, 1976, other
Ellis_Credle other, 1902, other
Ellis_Hooks other, 1974, other
Eloisa_James romance, 1962, romance
Elsten_Torres other, 1965, other
Emery_Emery other, 1963, other
Emile_Haynie other, 1980, other
Emilio_Navaira other, 1962, other
Emily_Gould other, 1981, other
Emily_King other, 1985, other
Emily_Susan_Rapp other, 1974, other
Emily_Warren_(songwriter) other, 1992, other
Emily_West other, 1981, other
Emmanuel_%22Manny%22_Mijares other, 1978, other
E.G._Kight other, 1966, other
E.R._Frank other, 1969, other
E._J._Westlake other, 1965, other
E._Kidd_Bogart other, 1978, other
E._Lockhart other, 1967, other
Earl_Sweatshirt other, 1994, other
Easton_Corbin other, 1982, other
Ed_Bell_(musician) other, 1905, other
Ed_Bruce other, 1939, other
Ed_Cullen other, 1946, other
Eric_Andersen other, 1943, other
Eric_Arjes other, 1987, other
Eric_Bloom other, 1944, other
Eric_Dill other, 1981, other
Eric_Dover other, 1967, other
Eric_Gaffney other, 1967, other
Eric_Gales other, 1974, other
Eric_Hester other, 1974, other
Eric_Hutchinson other, 1980, other
Eric_James_Stone other, 1967, other
Eric_James_Stone science_fiction, 1967, science_fiction
Eric_James_Stone fantasy, 1967, fantasy
Eric_Jarosinski other, 1971, other
Eric_Klinenberg other, 1970, other
Eric_Ludy other, 1970, other
Eric_M._Witchey romance, 1958, romance
Eric_M._Witchey other, 1958, other
Eric_M._Witchey science_fiction, 1958, science_fiction
Eric_M._Witchey fantasy, 1958, fantasy
Eric_O'Keefe other, 1961, other
Eric_Roberson other, 1976, other
Eric_Steckel other, 1990, other
Eric_Taylor_(American_musician) other, 1949, other
Eric_Von_Schmidt other, 1931, other
Erica_Buettner other, 1984, other
Erika_M._Anderson other, 1982, other
Erin_Bowman other, 1990, other
Erin_E._Stead other, 1982, other
Erin_Harkes other, 1977, other
Ernest_Hartsock poetry, 1903, poetry
Ernest_Tubb other, 1914, other
Ernie_Isley other, 1952, other
Ernie_Lancaster other, 1953, other
Ernie_Maresca other, 1938, other
Eryn_Shewell other, 1984, other
Essex_Hemphill poetry, 1957, poetry
Ester_Dean other, 1982, other
Esther_Friesner fantasy, 1951, fantasy
Ethan_Crosby other, 1937, other
Etta_Jones other, 1928, other
Eugene_B._Redmond poetry, 1937, poetry
Eugene_England poetry, 1933, poetry
Eugene_George_Key science_fiction, 1907, science_fiction
Eugene_Wilde other, 1961, other
Eugene_Yelchin other, 1956, other
Eugie_Foster science_fiction, 1971, science_fiction
Eugie_Foster fantasy, 1971, fantasy
Evan_Mandery other, 1967, other
Evan_Mandery fantasy, 1967, fantasy
Everett_B._Cole science_fiction, 1910, science_fiction
Francine_Rivers other, 1947, other
Francine_Rivers romance, 1947, romance
Francis_Parker_Yockey other, 1917, other
Francisco_Arriví poetry, 1915, poetry
Francisco_Arriví other, 1915, other
Frank_Belknap_Long fantasy, 1901, fantasy
Frank_Belknap_Long other, 1901, other
Frank_Belknap_Long poetry, 1901, poetry
Frank_Belknap_Long science_fiction, 1901, science_fiction
Frank_E._Peretti other, 1951, other
Frank_Girardot other, 1961, other
Frank_Hamilton_(musician) other, 1934, other
Frank_Hannon other, 1966, other
Frank_Infante other, 1951, other
Frank_Reed_(singer) other, 1954, other
Frank_Romano other, 1970, other
Frank_Simes other, 1956, other
Frank_Waters other, 1902, other
Frank_X_Walker poetry, 1961, poetry
Frankee other, 1983, other
Frankie_DeCarlos other, 1976, other
Frankie_Lee_(musician) other, 1941, other
Fred_Holstein other, 1942, other
Fred_Knoblock other, 1953, other
Fred_LaBour other, 1948, other
Fred_Mustard_Stewart other, 1932, other
Fred_Mustard_Stewart science_fiction, 1932, science_fiction
Fred_Neil other, 1936, other
Freddie_Bourne other, 1992, other
Freddie_Scott other, 1933, other
Freddy_Weller other, 1947, other
Fresh_Moss other, 1989, other
Fruteland_Jackson other, 1953, other
F._Van_Wyck_Mason other, 1901, other
Fan_Lei other, 1965, other
Father_Sebastiaan other, 1975, other
Felicia_Barton other, 1982, other
Felicia_Bond other, 1954, other
Felix_C._Gotschalk science_fiction, 1929, science_fiction
Fernando_Perdomo other, 1980, other
Ferras other, 1984, other
Fillmore_Slim other, 1934, other
Fiona_(singer) other, 1961, other
Fleming_Brown other, 1926, other
Florence_Reece poetry, 1900, poetry
Floyd_Huddleston other, 1918, other
Floyd_Jones other, 1917, other
Fox_Butterfield other, 1939, other
Frances_O'Roark_Dowell other, 1964, other
Francesca_Battistelli other, 1985, other
Gary_Hoey other, 1960, other
Gary_Jules other, 1969, other
Gary_Lachman other, 1955, other
Gary_Lawyer other, 1959, other
Gary_Myers_(writer) other, 1952, other
Gary_Myers_(writer) fantasy, 1952, fantasy
Gary_Nichols other, 1978, other
Gary_Primich other, 1958, other
Gary_Richrath other, 1949, other
Gary_S._Paxton other, 1938, other
Gary_Soto poetry, 1952, poetry
Gary_Talley other, 1947, other
Gatzby other, 1996, other
Gavin_Geoffrey_Dillard poetry, 1954, poetry
Gavin_Mikhail other, 1975, other
Gayle_Brandeis other, 1968, other
Gayle_Forman other, 1970, other
Geary_Gravel science_fiction, 1951, science_fiction
Geary_Gravel fantasy, 1951, fantasy
Gena_Showalter other, 1975, other
Gena_Showalter romance, 1975, romance
Gene_Luen_Yang other, 1973, other
Gene_Maltais other, 1933, other
Gene_McDaniels other, 1935, other
Gene_O'Neill other, 1938, other
Gene_O'Neill science_fiction, 1938, science_fiction
Gene_O'Neill fantasy, 1938, fantasy
Gene_Summers other, 1939, other
Genevieve_Pou other, 1919, other
Gennessee_Lewis other, 1974, other
Gennifer_Choldenko other, 1957, other
Geoff_Useless other, 1980, other
Geoffrey_Brock poetry, 1964, poetry
George_Abbe poetry, 1911, poetry
George_Biondo other, 1945, other
George_Clinton_(musician) other, 1941, other
George_Cromarty other, 1941, other
George_Dickerson poetry, 1933, poetry
George_Harmon_Coxe other, 1901, other
George_K._Simon other, 1948, other
George_McCorkle other, 1947, other
George_Pajon other, 1969, other
George_Porter _Jr. other, 1947, other
George_R._R._Martin other, 1948, other
George_R._R._Martin science_fiction, 1948, science_fiction
George_R._R._Martin fantasy, 1948, fantasy
George_Richey other, 1935, other
George_S._Elrick other, 1921, other
George_Singleton other, 1958, other
George_Soulé_(musician) other, 1945, other
George_Watsky other, 1986, other
George_Watsky poetry, 1986, poetry
Georgia_Anne_Muldrow other, 1983, other
Georgia_Holt other, 1927, other
Georgia_Middleman other, 1967, other
Gerald_W._Page other, 1939, other
Gerald_W._Page science_fiction, 1939, science_fiction
Gerald_W._Page fantasy, 1939, fantasy
Geraldine_Hunt other, 1945, other
Geron_Davis other, 1960, other
Gia_Farrell other, 1989, other
Gil_Turner other, 1933, other
Gillian_Flynn other, 1971, other
Gina_B._Nahai other, 1960, other
Gina_Ferris_Wilkins romance, 1954, romance
Ginger_Wadsworth other, 1945, other
Ginn_Hale other, 1968, other
Ginn_Hale science_fiction, 1968, science_fiction
Ginn_Hale fantasy, 1968, fantasy
Gio_Dee other, 1992, other
Gio_Washington other, 1983, other
G._D._Falksen other, 1982, other
G._Sutton_Breiding other, 1950, other
G._Sutton_Breiding poetry, 1950, poetry
GZA other, 1967, other
Gabriel_Brown other, 1910, other
Gabrielle_Harbowy science_fiction, 1972, science_fiction
Gabrielle_Harbowy fantasy, 1972, fantasy
Gail_Ann_Dorsey other, 1962, other
Gail_Carriger other, 1976, other
Gail_Carriger science_fiction, 1976, science_fiction
Gail_Carriger fantasy, 1976, fantasy
Gail_Davies other, 1948, other
Gail_Z._Martin fantasy, 1962, fantasy
Gale_Wilhelm other, 1908, other
Gamble_Rogers other, 1937, other
Garland_Jeffreys other, 1943, other
Garrett_Fort other, 1900, other
Garrett_Hongo poetry, 1951, poetry
Garrison_Starr other, 1975, other
Gary_B.B._Coleman other, 1947, other
Gary_Baker_(songwriter) other, 1952, other
Glen_Hirshberg other, 1966, other
Glenn_Barber other, 1935, other
Glenn_Kurtz other, 1962, other
Gloria_D._Miklowitz other, 1927, other
Goldie_Hill other, 1933, other
Governor_Clay other, 1945, other
Grace_Andreacchi other, 1954, other
Grace_Dunham poetry, 1992, poetry
Grace_Kelly_(musician) other, 1992, other
Grady_Champion other, 1969, other
Grant_Callin science_fiction, 1941, science_fiction
Grant_Ginder other, 1983, other
Grant_Wahl other, 1974, other
Greg_Brown_(folk_musician) other, 1949, other
Greg_Cartwright other, 1970, other
Greg_Costikyan other, 1959, other
Greg_Kurstin other, 1969, other
Greg_Laswell other, 1974, other
Greg_Lisher other, 1963, other
Greg_Miller_(poet) poetry, 1957, poetry
Greg_Miller_(poet) other, 1957, other
Greg_R._Fishbone other, 1970, other
Gregg_Olsen other, 1959, other
Gregory_Douglass other, 1980, other
Gregory_Frost fantasy, 1951, fantasy
Gregory_Norman_Bossert other, 1962, other
Gregory_Norman_Bossert science_fiction, 1962, science_fiction
Gregory_Norman_Bossert fantasy, 1962, fantasy
Gretel_Ehrlich other, 1946, other
Guante other, 1983, other
Guitar_Gable other, 1937, other
Guitar_Pete_Franklin other, 1928, other
Guy_Garcia other, 1955, other
Gwen_Gordy_Fuqua other, 1927, other
Gwen_Sebastian other, 1974, other
Gwyn_Cready romance, 1962, romance
Gyo_Fujikawa other, 1908, other
Herman_Yablokoff poetry, 1903, poetry
Hilary_McRae other, 1986, other
Hillary_Scott_(singer) other, 1986, other
Hip_Linkchain other, 1936, other
Hiroshi_Kashiwagi poetry, 1922, poetry
Hisaye_Yamamoto other, 1921, other
Hisham_Matar poetry, 1970, poetry
Homer_Banks other, 1941, other
Houston_Stackhouse other, 1910, other
Howard_Bahr other, 1946, other
Howard_Blum other, 1948, other
Howard_Breslin other, 1912, other
Howard_Leese other, 1951, other
Howard_Schwartz other, 1945, other
Howard_Schwartz poetry, 1945, poetry
Howard_W._Bergerson other, 1922, other
Howard_Wandrei other, 1909, other
Howard_Wandrei science_fiction, 1909, science_fiction
Howard_Wandrei fantasy, 1909, fantasy
Huelyn_Duvall other, 1939, other
Hugh_Aynesworth other, 1931, other
Hughie_Thomasson other, 1952, other
Hurricane_Chris_(rapper) other, 1989, other
Hanoch_Teller other, 1956, other
Hans_Stefan_Santesson other, 1914, other
Hans_Stefan_Santesson science_fiction, 1914, science_fiction
Hans_Stefan_Santesson fantasy, 1914, fantasy
Haras_Fyre other, 1953, other
Hardrock_Gunter other, 1925, other
Harley_Allen other, 1956, other
Harold_Livingston other, 1924, other
Harold_Stephens_(author) other, 1926, other
Harriet_Scott_Chessman other, 1951, other
Harry_Barris other, 1905, other
Harry_Mazer other, 1925, other
Harry_Northup poetry, 1940, poetry
Harry_Otto_Fischer science_fiction, 1910, science_fiction
Harry_Shannon other, 1948, other
Harry_Warner _Jr. other, 1922, other
Harry_Warner _Jr. science_fiction, 1922, science_fiction
Harvey_Rosenfield other, 1952, other
Hasan_Salaam other, 1981, other
Hayley_Taylor other, 1977, other
Hayley_Warner other, 1992, other
Heather_Baker other, 1984, other
Heather_Bright other, 1982, other
Heather_Graham_Pozzessere other, 1953, other
Heather_Graham_Pozzessere romance, 1953, romance
Heather_McHugh poetry, 1948, poetry
Heather_Terrell other, 1969, other
Heidi_Berry other, 1958, other
Heidi_Newfield other, 1970, other
Heiko_Julien other, 1986, other
Helen_Hemphill other, 1955, other
Helen_Roney_Sattler other, 1921, other
Henry_Allen_(journalist) poetry, 1941, poetry
Henry_Baum other, 1972, other
Henry_Lee_Summer other, 1955, other
Henry_Paul_(musician) other, 1949, other
Henry_Slesar other, 1927, other
Henry_Slesar science_fiction, 1927, science_fiction
Henry_Slesar fantasy, 1927, fantasy
Henry_Wilson_Allen other, 1912, other
Herb_Pedersen other, 1944, other
Herbert_Tarr other, 1929, other
H._Beam_Piper other, 1904, other
H._Beam_Piper science_fiction, 1904, science_fiction
H._Chandler_Elliott science_fiction, 1909, science_fiction
H._M._Hoover other, 1935, other
H._M._Hoover science_fiction, 1935, science_fiction
H._Palmer_Hall poetry, 1942, poetry
H._Warner_Munn other, 1903, other
H._Warner_Munn poetry, 1903, poetry
H._Warner_Munn fantasy, 1903, fantasy
Ha_Jin other, 1956, other
Ha_Jin poetry, 1956, poetry
Hal_Higdon other, 1931, other
Haley_Gibby other, 1982, other
Hamilton_Bohannon other, 1942, other
Hank_Mizell other, 1923, other
Hank_Thompson_(musician) other, 1925, other
Hannah_Friedman other, 1986, other
Hannah_Howell romance, 1950, romance
Hannah_Kahn poetry, 1911, poetry
Hannah_Mancini other, 1978, other
ILoveMakonnen other, 1989, other
Ian_Lloyd_(musician) other, 1947, other
Ian_M._Anderson other, 1985, other
Ian_McGlynn other, 1973, other
Ian_Scott_(producer) other, 1982, other
Ifti_Nasim poetry, 1946, poetry
Iimani_David other, 1969, other
Ike_Cole other, 1927, other
Ilan_Rubin other, 1988, other
Illa_J other, 1986, other
Ingeborg_Day other, 1940, other
Ingrid_Michaelson other, 1979, other
Internal_quest other, 1985, other
Irene_Scruggs other, 1901, other
Irma_Thomas other, 1941, other
Irwin_Kostal other, 1911, other
Ithaka_(musician) other, 1966, other
Ivory_Joe_Hunter other, 1914, other
Ivy_Pochoda other, 1977, other
Jerry_Vandiver other, 1948, other
Jerry_Yester other, 1943, other
Jesca_Hoop other, 1975, other
Jess_Hartley other, 1967, other
Jess_Hartley fantasy, 1967, fantasy
Jess_Nevins other, 1966, other
Jesse_Boykins_III other, 1985, other
Jesse_Dee other, 1980, other
Jesse_Hughes_(musician) other, 1972, other
Jesse_Lee_Kercheval other, 1956, other
Jesse_Lee_Kercheval poetry, 1956, poetry
Jesse_S._Greever other, 1976, other
Jesse_Stone other, 1901, other
Jessi_Alexander other, 1976, other
Jessica_Amanda_Salmonson fantasy, 1950, fantasy
Jessica_Andersen romance, 1973, romance
Jessica_Burkhart other, 1987, other
Jessica_Clemmons other, 1981, other
Jessica_Delfino other, 1976, other
Jessica_Meuse other, 1990, other
Jessie_Baylin other, 1984, other
Jessie_Liu other, 1981, other
Jetty_Rae other, 1987, other
Jewel_(singer) other, 1974, other
Jill_Alexander_Essbaum poetry, 1971, poetry
Jill_King other, 1975, other
Jill_Marie_Landis romance, 1948, romance
Jill_McCorkle other, 1958, other
Jill_Talbot other, 1970, other
Jill_Talbot poetry, 1970, poetry
Jim_Collins_(singer) other, 1956, other
Jim_Fairchild other, 1973, other
Jim_Hougan other, 1942, other
Jim_Jonsin other, 1970, other
Jim_Kjelgaard other, 1910, other
Jim_Lauderdale other, 1957, other
Jim_Marcus other, 1966, other
Jim_Nesbitt other, 1931, other
Jim_Northrup_(writer) other, 1943, other
Jim_Owen_(singer-songwriter) other, 1941, other
Jim_Page_(singer) other, 1949, other
Jim_Post other, 1939, other
Jim_Stafford other, 1944, other
Jim_Weatherly other, 1943, other
Jimi_Jamison other, 1951, other
Jimmy_%22Orion%22_Ellis other, 1945, other
Jimmy_Burns other, 1943, other
Jimmy_C._Newman other, 1927, other
Jimmy_Hotz other, 1953, other
Jimmy_LaFave other, 1955, other
Jimmy_McCracklin other, 1921, other
Jimmy_McLoud other, 1984, other
Jimmy_Norman other, 1937, other
Jimmy_Pop other, 1972, other
Jimmy_Velvit other, 1941, other
Jimmy_Wakely other, 1914, other
Jinx_Titanic other, 1968, other
Jive_Jones other, 1980, other
Jo-El_Sonnier other, 1946, other
JoAnna_Lund other, 1944, other
Jo_Ann_Algermissen romance, 1942, romance
Jo_Graham other, 1968, other
Jo_Whittemore other, 1977, other
Jo_Whittemore fantasy, 1977, fantasy
Joan_Hohl romance, 1935, romance
Joan_Kane other, 1977, other
Joan_Retallack other, 1941, other
Joan_Retallack poetry, 1941, poetry
Joan_Wolf romance, 1951, romance
Joan_van_Nuys romance, 1929, romance
Joanna_Connor other, 1962, other
Jody_Reynolds other, 1932, other
Joe_Barnhill other, 1965, other
Joe_Clifford_Faust other, 1957, other
Joe_Doerr other, 1961, other
Joe_Ely other, 1947, other
Joe_Inoue other, 1985, other
Joe_Lutcher other, 1919, other
Joe_N_Little_III other, 1968, other
Joe_Perry_(musician) other, 1950, other
Joe_Pizzulo other, 1951, other
Joe_Pug other, 1984, other
Joe_Pullum other, 1905, other
Joe_Romersa other, 1956, other
Joe_Scruggs other, 1951, other
Joe_Willie_Wilkins other, 1921, other
Joel_Goldman other, 1952, other
Joel_Rosenberg_(science_fiction_author) other, 1954, other
Joel_Rosenberg_(science_fiction_author) science_fiction, 1954, science_fiction
Joel_Rosenberg_(science_fiction_author) fantasy, 1954, fantasy
Joel_Widzer other, 1961, other
Joey_Covington other, 1945, other
Joey_Spampinato other, 1948, other
Johanna_Edwards other, 1978, other
John_%22Juke%22_Logan other, 1946, other
John_Andrew_Fredrick other, 1957, other
John_Arthur_Martinez other, 1961, other
John_Berry_(singer) other, 1959, other
John_Bettis other, 1946, other
John_Blumenthal other, 1949, other
John_Braheny other, 1938, other
John_Bunzow other, 1951, other
John_Campbell_(bassist) other, 1972, other
John_Connelly_(musician) other, 1962, other
John_Connolly_(musician) other, 1968, other
John_D'Agata other, 1974, other
John_D._Harvey other, 1968, other
John_D._Harvey fantasy, 1968, fantasy
John_David_Anderson other, 1975, other
John_David_Anderson fantasy, 1975, fantasy
John_Dee_Holeman other, 1929, other
James_Mercer_(musician) other, 1970, other
James_Merrill poetry, 1926, poetry
James_Michael other, 1968, other
James_Michael_Pratt romance, 1953, romance
James_Otto other, 1973, other
James_R._Benn other, 1949, other
James_R._Flynn_(songwriter) other, 1938, other
James_R._Southall other, 1984, other
James_Rollins other, 1961, other
James_Rollins fantasy, 1961, fantasy
James_Sallis other, 1944, other
James_Schevill poetry, 1920, poetry
James_Swain other, 1956, other
James_Talley other, 1944, other
James_Ursini other, 1947, other
James_W._Huston_(author) other, 1953, other
James_Wolcott other, 1952, other
Jameson_Clark_(singer) other, 1972, other
Jamie_Court other, 1967, other
Jamie_Gilson other, 1933, other
Jamie_Grace other, 1991, other
Jamie_Laurie other, 1977, other
Jamie_O'Hara_(singer) other, 1950, other
Jamie_Pineda other, 1988, other
Jamie_Walters other, 1969, other
Jamilah_Kolocotronis other, 1956, other
Janaka_Stucky poetry, 1978, poetry
Jandy_Nelson other, 1985, other
Jane_Flanders poetry, 1940, poetry
Jane_LeCompte romance, 1948, romance
Jane_Thayer other, 1904, other
Jane_Wattenberg other, 1949, other
Janelle_Taylor romance, 1944, romance
Janet_Aalfs poetry, 1956, poetry
Janet_Burroway poetry, 1936, poetry
Janet_Burroway other, 1936, other
Janet_Dailey romance, 1944, romance
Janet_McDonald other, 1953, other
Janice_Grube other, 1971, other
Janiva_Magness other, 1957, other
Jared_Lee_Gosselin other, 1981, other
Jarekus_Singleton other, 1984, other
Jaret_Reddick other, 1972, other
Jason_Bare other, 1975, other
Jason_Brown_(writer) other, 1969, other
Jason_Freese other, 1975, other
Jason_Isbell other, 1979, other
Jason_Lytle other, 1969, other
Jason_McKeever other, 1976, other
Jason_Michael_Carroll other, 1978, other
Jason_Mraz other, 1977, other
Jason_Reeves_(songwriter) other, 1984, other
Jason_Sellers other, 1971, other
Jason_V_Brock other, 1970, other
Jason_V_Brock poetry, 1970, poetry
Jason_V_Brock science_fiction, 1970, science_fiction
Jason_White_(singer-songwriter) other, 1967, other
Jason_Whitehorn other, 1976, other
Jay_A._Parry other, 1950, other
Jay_A._Parry poetry, 1950, poetry
Jay_A._Parry science_fiction, 1950, science_fiction
Jay_Abraham other, 1949, other
Jay_Asher other, 1975, other
Jay_Busbee other, 1968, other
Jay_Busbee fantasy, 1968, fantasy
Jay_Nugent other, 1972, other
